Year,Month,UniqueID,Discipline,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,DisciplineOther,Status,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,StatusOther,OS,CurrentProgramming,CurrentDatabases,CurrentVersionControl,CurrentShell,CurrentSatisfaction,WhyAttending,Column27,Column28,Column29,WhyAttendingOther,Exposure,Column31,Column32,Column33,Column34,Column35,ExposureOther,ProgrammingLanguageCovered,RawData,WriteScript,SearchOnline,OvercomeProblem,ProgrammingSoftware,AnalysesEasier,HopeToLearn,Country,Gender,GenderOther,Race,Column43,Column44,Column45,Column46,Column47,Column48,RaceOther
2018,01,2pialb,Agricultural or Environmental Sciences,,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,Never,Monthly,Never,Never,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,My friend/colleague told me about it,,R,Strongly agree,Disagree,Agree,Neutral,Disagree,Agree,"New to programming, so anything at all!",United States of America,Female,,,,,,,White,,
2018,01,3stcxx,,,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Windows,Several times per year,Never,Several times per year,Several times per year,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Neutral,Disagree,Disagree,Agree,Agree,Agree,Analyze and organize my thesis data,United States of America,Female,,,,,,,White,,
2018,01,1phpol,,,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,Monthly,Never,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Strongly agree,Disagree,Agree,Neutral,Neutral,Agree,Data visualization skills ,United States of America,Female,,,Asian,,,,White,,
2018,01,1onsol,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,Never,Monthly,Never,Never,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,My friend/colleague told me about it,,R,Strongly agree,Strongly disagree,Agree,Neutral,Disagree,Strongly agree,Options for to analyzing data using R,United States of America,Female,,,Asian,,,,,,
2018,01,1pojad,Agricultural or Environmental Sciences,,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,Monthly,Never,Never,Never,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,I was initially told of it by a professor,R,Agree,Neutral,Neutral,Neutral,Disagree,Agree,Mostly I hope to gain enough of the fundamentals that I can apply to my own code that I can use for graduate and future projjects,United States of America,Male,,,,,,,White,,
2018,01,1neiri,Agricultural or Environmental Sciences,,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,Monthly,Never,Never,Never,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Agree,Disagree,Agree,Neutral,Neutral,Agree,I hope to be able to summarize and analyze my data and create plots and figures of my work. I also hope to learn some more techniques geared towards spatial analyses.,United States of America,Female,,,,,,,White,,
2018,01,2dupau,,,,,,,Engineering,,,,,,,Construction,,,,Faculty,,,,,,,Windows,,Less than once per year,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,Python,Strongly agree,Disagree,Agree,Neutral,Disagree,Neutral,,South Africa,,,,,,,,,,
2018,01,2sapom,Agricultural or Environmental Sciences,Bioinformatics/Genomics,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,Never,Several times per year,Never,Never,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,R,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Agree,How to use R and R studio,United States of America,Female,,,,,,,White,,
2018,01,2bebay,,Bioinformatics/Genomics,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,Monthly,Never,Never,Never,Very unsatisfied,To learn skills that I can apply to my current work,,,,,,,,,,My friend/colleague told me about it,,R,Strongly agree,Strongly disagree,Neutral,Disagree,Strongly disagree,Strongly agree,,United States of America,Female,,,,,,,White,,
2018,01,1sawen,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,Monthly,Weekly,Never,Never,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,,,R,Strongly agree,Disagree,Strongly agree,Neutral,Disagree,Strongly agree,"I use R frequently with my professional and educational career, but have only been able to modify existing scripts without having a full understanding of the commands or their meaning. I have never created a full R script from scratch. I hope to be able to learn a variety of skills to make data analysis clean, repeatable, and reliable.",United States of America,Female,,,,,,,White,,
2018,01,2spwhi,Agricultural or Environmental Sciences,,,,,Earth Sciences,,,,,,Physical Sciences,,ecology,,Graduate Student,,,,,,,,,Windows,Weekly,Less than once per year,Never,Never,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Agree,Agree,Agree,Agree,Neutral,Strongly agree,Better data manipulation and manipulation through R.,United States of America,Female,,,,,,,,I prefer not to say.,
2018,01,1saham,,,,,,,,,,,,,Social Sciences,,,Graduate Student,,,,,,,,,Apple/Mac OS,Several times per year,Never,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,Strongly agree,Neutral,Neutral,Neutral,Disagree,Agree,I would like to improve my R skills as well as to improve my data management and database skills and figure out how to use git in a way that is ensuring ongoing good version control for my work. ,United States of America,Female,,,,,,,White,,
2018,01,1cosan,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,Weekly,Weekly,Several times per year,Never,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,Read about it in a newsletter or university web site,,,,,,R,Agree,Agree,Agree,Agree,Neutral,Strongly agree,effective workflow using version control,United States of America,Male,,,,,,,White,,
2018,01,0sasce,,,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,Monthly,Less than once per year,Never,Never,Very unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,As a requirement for my program/current position,,Received an email about the workshop,,,,,My friend/colleague told me about it,,R,Strongly agree,Disagree,Agree,Strongly disagree,Strongly disagree,Strongly agree,"To be able to learn the language in a way that I can more efficiently build my own code, and problem solve.  I've been attempting to take chunks of existing code and do what I need to do, but that quickly falls apart if there is even a small problem.  I need to be fluent in the programming language for my future career, as well as my current project.  ",United States of America,Female,,,,,,,White,,
2018,01,1arlei,Agricultural or Environmental Sciences,,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Windows,Several times per year,Never,Never,Never,Very unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Agree,Disagree,Neutral,Neutral,Strongly disagree,Neutral,"I have worked with R but otherwise have very little exposure to data management, so I just need some help to get started.",United States of America,Male,,,,,,,White,,
2018,01,1grhil,Agricultural or Environmental Sciences,Bioinformatics/Genomics,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,Weekly,Never,Several times per year,Weekly,Not sure,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Agree,Agree,Agree,Neutral,Strongly agree,metabarcoding pipeline analysis skills,United States of America,Female,,,,,,,White,,
2018,01,2netul,,,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,Several times per year,Less than once per year,Less than once per year,Several times per year,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,My friend/colleague told me about it,,R,Agree,Disagree,Agree,Neutral,Strongly disagree,Strongly agree,"Using R for statistical analysis, workflow using R, and better data management practices",United States of America,Male,,,,,,,White,,
2018,01,2prche,Agricultural or Environmental Sciences,,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,Weekly,Never,Several times per year,Never,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,My friend/colleague told me about it,,R,Strongly agree,Strongly disagree,Agree,Agree,Neutral,Strongly agree,Better familiarity with R and programming so I can be a more confident and competent R user.,United States of America,Female,,,,,,,White,,
2018,01,1eapem,,,,,,,Engineering,,,,,,,,,,,,,,,,Retired/Not Employed,,UNIX/Linux,Less than once per year,Never,Never,Several times per year,Unsatisfied,,,,,To aid me in mentoring and supervising graduates,,,,,,My friend/colleague told me about it,,Python,Agree,Agree,Agree,Agree,Neutral,Agree,Upgrading of my out-dated software skills and archaic approach to data management ,South Africa,,,,,,,,,,
2018,01,1nefor,,,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Windows,Daily,Never,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Agree,Agree,Neutral,Agree,Neutral,Strongly agree,I struggle most with understanding how to write functions and use for loops in order to make my code easier and save time.,United States of America,Female,,,,,,,White,,
2018,01,3lbsch,,,,,,,,,,Life Sciences,,,,,,,Postdoctoral Researcher,,,,,,,,Windows,Never,,Never,Never,Not applicable,,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,My friend/colleague told me about it,,R,Agree,Strongly disagree,Agree,,Agree,Neutral,I would like to learn the possibilities of R and if it is possible and how to apply it to my data analysis.,Germany,,,,,,,,,,
2018,01,1blemm,,,,Business/Economics,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,Several times per year,Never,Never,Never,Neutral,To learn skills that I can apply to my current work,,To learn skills that will help me get a job,,,,,,,My advisor/supervisor told me about it,,,R,Agree,Disagree,Agree,Neutral,Agree,Agree,Improving skill related programming and data analysis,Germany,,,,,,,,,,
2018,01,0dudan,,,,,,,Engineering,,,,,,,,,,,,,Government Employee,,,,,Windows,Weekly,Monthly,Weekly,Less than once per year,Neutral,To learn skills that I can apply to my current work,,,As a requirement for my program/current position,,Received an email about the workshop,,,,,My friend/colleague told me about it,,Python,Strongly agree,Strongly agree,Agree,Disagree,Neutral,Strongly agree,,South Africa,,,,,,,,,,
2018,01,2lamst,Agricultural or Environmental Sciences,,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Windows,Monthly,Monthly,Never,Never,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,My friend/colleague told me about it,,R,Agree,Disagree,Neutral,Neutral,Neutral,Neutral,"Data management skills, data collection planning, and preparing data for analysis",United States of America,Male,,,,,Hispanic or Latino(a),,White,,
2018,01,2dcpom,,,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,Weekly,Monthly,Never,Never,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,My friend/colleague told me about it,,R,Agree,Agree,Agree,Agree,Disagree,Agree,Good data management practices,United States of America,Female,,,,,,,White,,
2018,01,2saqst,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,Less than once per year,Never,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Strongly agree,Neutral,Neutral,Neutral,Neutral,Agree,,United States of America,Female,,,,,,,White,,
2018,01,1chddd,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,Weekly,Less than once per year,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,,My friend/colleague told me about it,,R,Strongly agree,Agree,Agree,Agree,Neutral,Strongly agree,Knowledge about data repositories and building confidence in coding,United States of America,Female,,,,,,,White,,
2018,01,3bosol,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,Several times per year,Never,Less than once per year,Never,Very unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Strongly agree,Strongly disagree,Agree,Neutral,Strongly disagree,Agree,Basic R skills so I'm not limited to just copying scripts I find online.,United States of America,Male,,,,,,,White,,
2018,01,0mijef,,,,,,,,,,,,,,Ecology,,Graduate Student,,,,,,,,,Apple/Mac OS,Weekly,Never,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Strongly agree,Neutral,Agree,Disagree,Strongly disagree,Strongly agree,"Data management, graphing in R, general R usage so I feel comfortable moving forward with large scale analyses.",United States of America,Female,,,,,,,White,,
