FirstSurvey,Status,StatusOther,Field,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,FieldOther,NumWorkshops,TimeSinceWorkshop,WhichCarpentry,ContentCovered,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,ContentCoveredOther,Behaviors,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,BehaviorsOther,ProgrammingBefore,ProgrammingSince,ChangeInConfidence,HowToolsHelped,Column34,Column35,Column36,Column37,HowToolsHelpedOther,Writing,WritingResponse,OtherTopics,AdvanceCareer,MotivatedSeekKnowledge,AnalysesReproducible,ProfessionalRecognition,Column42,ImproveResearchProductivity,GainedConfidence,ImpactResponse,Country,Gender,Race,Column45,Column46,Column47,Column48,Column49,Column50,Involvement,Column51,Column52,Column53,Column54,Column55,Column56,Column57,InvolvementOther,ContinuousLearning,Column59,Column60,Column61,Column62,Column63,ContinousLearningOther,Recommended,LikelyToRecommend,OutcomesResponse,NotApplyingSkillsResponse,AdditionalCommentsResponse
,Graduate Student,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,,Git,,,,Python,,,,Unix Shell,,,Improving data management and project organization.,,"Using databases, scripts and queries to manage large data sets.",,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Less than once per year.,Several times per year.,I’m more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,The tools I learned have not helped me with my work.,,,Yes.,"since that date, I can analysis genomes more efficiently ",go deep with pipelines,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,"the wonders of working with a PC in natural sciences, because for this I can optimize my work, for example, analysing genomes, searching for patterns, and extracting data from huge documents by writing only one line of code, that is amazing!",,,,,,,,,,Subscribed to the newsletter.,,,,,,,,,,,,,Used self-guided Carpentry lesson material.,Used non-Carpentry self-guided material.,,Yes.,10,"I learned how to work with the command line, and apply it in my research",,"I only want to thank you, because you are doing an amazing job!"
,Graduate Student,,,,,,,,,,Life Sciences,,,,,1,6 months - 1 year ago,,,Git,,,,Python,,,,Unix Shell,,,,Developing a data management and analysis plan.,"Using databases, scripts and queries to manage large data sets.",,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,Using version control to manage code.,,Sharing code or data publicly on places like GitHub or FigShare.,,Several times per year.,Monthly.,I’m more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,In grant proposals I usually describe certain pipelines and the knowledge I acquired during the carpentry course was very helpful,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,Subscribed to the newsletter.,,,,,,,,,Participated in an in-person short course.,,,,,,,Yes.,10,,,
,Graduate Student,,,,,,,,,,,Mathematics or Statistics,,,,2,0-6 months ago,,,Git,,,,,R,,,,,,Improving data management and project organization.,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,Several times per year.,Several times per year.,I’m more confident now.,,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Not sure.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Postdoc,,,Biomedical/Health Sciences,,,,,,,,,,,,1,More than 1 year ago,,,Git,,,,Python,,,,Unix Shell,,,Improving data management and project organization.,,"Using databases, scripts and queries to manage large data sets.",Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,,,,,Less than once per year.,Daily.,I’m more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,,,Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,Participated in a semester long course.,,Used non-Carpentry self-guided material.,,Yes.,10,,,
,Academic Research Staff,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,,,,,,Python,,,,Unix Shell,,"Subversion, unit testing, scipy",Improving data management and project organization.,,"Using databases, scripts and queries to manage large data sets.",Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Several times per year.,Several times per year.,I’m more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,Easier to write methods section due to use of scripts,,Agree,Agree,Strongly agree,Neutral,Agree,Agree,Agree,Started using version control and unit testing,,,,,,,,,,Subscribed to the newsletter.,Attended at least one community call.,Became a workshop helper.,Became a Carpentry instructor.,,,,Contributed to a Carpentry lesson.,Became an instructor trainer,Participated in an in-person short course.,,,,,,,Yes.,10,Became more efficient at data analysis; Became a better teacher,,
,,Research Staff,,,,Computer Science,,,,,,,Physical Sciences,,e-Infrastructure,1,More than 1 year ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Faculty,,,,,,,,Humanities,,,,,,,2,6 months - 1 year ago,,,Git,,,,,R,Spreadsheets,,Unix Shell,,,Improving data management and project organization.,,"Using databases, scripts and queries to manage large data sets.",,,Reusing code.,Using version control to manage code.,,,,Several times per year.,Several times per year.,I’m more confident now.,,They are improving my ability to analyze data.,,,,,No.,,,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Agree,,,,,,,,,,,Subscribed to the newsletter.,,Became a workshop helper.,,,,,,,,,,,Used self-guided Carpentry lesson material.,Used non-Carpentry self-guided material.,,Yes.,10,,,
,Graduate Student,,,,,,,,,,,,Physical Sciences,,,1,6 months - 1 year ago,,,Git,,,,Python,,,,Unix Shell,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,I had not been using tools like these.,Several times per year.,I’m equally confident now.,They are improving my overall efficiency.,,,,,,No.,,,Agree,Agree,Agree,Neutral,Neutral,Neutral,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes.,6,,,
,Graduate Student,,,,,Computer Science,,,,,Life Sciences,,,,,1,More than 1 year ago,,,Git,,,,Python,,,,,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,Using version control to collaborate online (in public or private repositories).,,,Daily.,Daily.,I’m more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Not sure.,,,Agree,Agree,Neutral,Neutral,Agree,Neutral,Agree,,,,,,,,,,,Subscribed to the newsletter.,,,,,,,,,Participated in an in-person short course.,Participated in an online short course.,,,,Used non-Carpentry self-guided material.,,Yes.,8,,,
,Academic Research Staff,,,Biomedical/Health Sciences,,,,,,,,,,,,1,More than 1 year ago,,,Git,,,,Python,,,SQL,Unix Shell,,,Improving data management and project organization.,,,Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,I had not been using tools like these.,Daily.,I’m more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,Better organised my analysis for thesis writing,,Strongly agree,Strongly agree,Agree,Neutral,Agree,Agree,Strongly agree,confidence that I can learn important/necessary data skills,,,,,,,,,,Subscribed to the newsletter.,,Became a workshop helper.,Became a Carpentry instructor.,,,,,,,,,,Used self-guided Carpentry lesson material.,Used non-Carpentry self-guided material.,,Yes.,8,I have made a career switch from almost entirely experimental/wet lab to a more collaborative position that is almost entirely computational in nature.,,
,Industry,,,,,,,,,,,Mathematics or Statistics,,,,1,More than 1 year ago,,,,,,,Python,,,SQL,Unix Shell,,,Improving data management and project organization.,Developing a data management and analysis plan.,,Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Weekly.,Daily.,I’m more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,"Completing a Carpentry workshop empowered me to ""take control"" of the data set I was working with as a grad student at the time. I was exposed to the tools to automate my pre-processing pipeline, and manage my scripts and results in an organized way.",,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,I realized that there is a lot of value and skill in doing data analysis and research in an organized and shareable way.,,,,,,,,,,,Attended at least one community call.,Became a workshop helper.,Became a Carpentry instructor.,,,Participated in a Twitter chat.,Contributed to a Carpentry lesson.,,,,Participated in a Meetup.,Participated in a semester long course.,Used self-guided Carpentry lesson material.,Used non-Carpentry self-guided material.,,Yes.,10,Automate the analysis of my pre-processing pipeline for the data used in my PhD thesis.  Manage my various analysis scripts in a  way that allowed me to tremendously increase my research productivity.,,
,Academic Research Staff,,,,Business,,,,,,,,,,Research Computing,1,More than 1 year ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Postdoc,,,,,,,,,,Life Sciences,,,,,1,0-6 months ago,,,Git,,,,,R,,,Unix Shell,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,,,,,I had not been using tools like these.,I have not been using tools like these.,I’m more confident now.,,They are improving my ability to analyze data.,,,,,No.,,,Disagree,Disagree,Disagree,Disagree,Agree,Neutral,Neutral,get familiar with R studio and using R for data analysis,,,,,,,,,,,,,,,,,,,,,,,,,,I don't remember.,8,,,
,Graduate Student,,,,,,,,,,,,Physical Sciences,,,1,6 months - 1 year ago,,,Git,,,,Python,,,,Unix Shell,,,,,,Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,,,Weekly.,Weekly.,I’m more confident now.,,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,No.,,1) How to properly organize a big Python project  2) Advanced Python topics,Neutral,Strongly agree,Neutral,Disagree,Strongly agree,Agree,Neutral,I started working extensively with Python,,,,,,,,,,,,,,,,,,,,,,,,,,Yes.,10,1) I started using GIT  2) I gradually substituted Matlab with Python,,
,Graduate Student,,,,,,,,,,Life Sciences,,,Social Sciences,,1,6 months - 1 year ago,,,Git,,,,Python,,,,Unix Shell,,,Improving data management and project organization.,Developing a data management and analysis plan.,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,,,,,Daily.,Daily.,I’m more confident now.,They are improving my overall efficiency.,,They are improving my ability to manage data.,The tools I learned have not helped me with my work.,,,Yes.,I now use lab notebooks to reliably store my analysis. This allows fast editing of the manuscript after feedback,,Agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Agree,Strongly agree,,,,,,,,,,,,,,,,,,,,Participated in an in-person short course.,,,,,,,Yes.,10,,,
,Graduate Student,,,,,,,,,,,,,,Neuroscience,1,6 months - 1 year ago,,,Git,,,,Python,,,,,,,,,,,,,,,,,Less than once per year.,Several times per year.,I’m equally confident now.,,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Not sure.,,,Neutral,Neutral,Neutral,Strongly disagree,Agree,Neutral,Agree,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes.,7,,,
,Academic Research Staff,,,,,,,,,,,Mathematics or Statistics,,,,1,0-6 months ago,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Postdoc,,,,,,,,Humanities,,,,,Social Sciences,,1,0-6 months ago,,,Git,,,,Python,,,,Unix Shell,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,Less than once per year.,Several times per year.,I’m equally confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,No.,,python panda in details;  python for signal processing,Neutral,Strongly agree,Neutral,Disagree,Disagree,Agree,Agree,,,,,,,,,,,Subscribed to the newsletter.,,,,,,,,,,,,,,,,I don't remember.,10,"automated data preparation for analysis in three days, which usually took three weeks of manual work before.",,
,Graduate Student,,,,,,,,,,,,,,Neurocognitive Science,1,6 months - 1 year ago,,,Git,,,,Python,,,,Unix Shell,,,,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,,,,,Daily.,Daily.,I’m more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,,,,,No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Faculty,,,,,,,,,,,,,Social Sciences,,2,6 months - 1 year ago,,,Git,,,,,R,,,,,,Improving data management and project organization.,,,,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",,,,,,Monthly.,Weekly.,I’m more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,,,,,Not sure.,,,Neutral,Agree,Neutral,Disagree,Agree,Neutral,Agree,,,,,,,,,,,Subscribed to the newsletter.,,,,,,,,,,,,,,,,Yes.,9,,,
,Graduate Student,,,,,,,,,,Life Sciences,,,,,1,More than 1 year ago,,,Git,,,,Python,,,SQL,Unix Shell,,,Improving data management and project organization.,,"Using databases, scripts and queries to manage large data sets.",Transforming step-by-step workflows into scripts or functions.,"Using programming languages like R or Python, or the command line to automate repetitive tasks.",Reusing code.,Using version control to manage code.,Using version control to collaborate online (in public or private repositories).,Sharing code or data publicly on places like GitHub or FigShare.,,Weekly.,Daily.,I’m more confident now.,They are improving my overall efficiency.,They are improving my ability to analyze data.,They are improving my ability to manage data.,,,,Yes.,My research is more computational than before I took a workshop.  The process of making figures is now more streamlined in part because I'm using methods and tools learned at a workshop.,I may be too advanced for SWC material at this point.,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,I have become involved with SWC as an instructor.,,,,,,,,,,Subscribed to the newsletter.,,Became a workshop helper.,Became a Carpentry instructor.,,Joined a mentoring group.,Participated in a Twitter chat.,Contributed to a Carpentry lesson.,,Participated in an in-person short course.,,,,Used self-guided Carpentry lesson material.,Used non-Carpentry self-guided material.,,Yes.,9,I started managing my data with SQL.  I produced complicated analysis pipelines with a high degree of confidence in the correctness of the code.,,
