End Date,NewDate,When are you taking this survey?,Will this be your first time attending a Data Carpentry workshop (as a learner)?,Which of the following describes your current status?,Column2,Are you age 18 or above?,"Your department or division (e.g. Microbiology and Molecular Genetics, Environmental Engineering, Sociology, etc):",Your research discipline,Column3,"In three sentences or less, please describe your current field of work or research question.",What operating system is on the computer you are bringing to the workshop?,"Will you be attending the workshop with colleagues, friends, or classmates?","How often to you currently use programming languages (R, Python, etc.) or databases (Access, SQL, etc.)?",What tools do you frequently use to manage and/or analyze data? Check all that apply.,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Do you currently have a dataset that you would like to analyze?,Please enter your level of satisfaction with your current:,Column14,Please rate your level of agreement with the following statements:,Column15,Column16,Column17,Please share what you most hope to learn from attending this workshop.,Does this workshop take place in the United States?,Your age,Your gender,Column18,Race/Ethnicity,Column19
7/27/17 15:39,2017-07,I am taking this survey at the workshop (and I have not previously taken a survey for this workshop),Yes,Staff,,Yes,Basic Sciences,Brain and neurosciencse,,"Early biomarker research in neurodegenerative disease, such as Alzheimer's and ALS",Windows,No,I have never programmed,,Excel or other spreadsheet program,,,,,,,,,"LiCor Image Studio, Image J, VisionWorks LS","Yes, I have data but I haven't started analyzing it yet.",Neutral,Neutral,Strongly agree,Neutral,Neutral,Neutral,"Increasing data analysis efficiency, reproducibility, and understanding of data analysis software",Yes,35-44,Female,,White / Caucasian,
7/27/17 11:07,2017-07,I am taking this survey at the workshop (and I have not previously taken a survey for this workshop),Yes,Graduate Student,,Yes,Education,Statistics,,,Windows,Yes,Less than once a year,,,,,,,,,,,SPSS,I am working on generating data.,Satisfied,Satisfied,Strongly agree,Agree,Agree,Agree,,Yes,25-34,Female,,Asian / Pacific Islander,
7/27/17 9:57,2017-07,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Mathematics,Other (please specify),mathematics,,Windows,Yes,Less than once a year,,,,,,,MATLAB,,,,,I do not have data yet.,Neutral,,Strongly agree,Agree,Agree,Agree,,Yes,25-34,Male,,Asian / Pacific Islander,
7/27/17 9:45,2017-07,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Physiological Sciences,"Life science (biology, genetics)",,I am working with glucose metabolism in specific knockout mice. My another project deals with respiratory alterations in similar knockout mice. ,Windows,Yes,I have never programmed,,Excel or other spreadsheet program,,,,,,,,,,"Yes, I have data but I haven't started analyzing it yet.",Very unsatisfied,Very unsatisfied,Agree,Agree,Neutral,Neutral,"Analyze my data, start writing scripts to analyze similar datab",Yes,25-34,Male,,Asian / Pacific Islander,
7/27/17 9:29,2017-07,I am taking this survey before coming to the workshop,Yes,Undergraduate student,,Yes,Civil and Environmental Engineering,"Engineering (civil, mechanical, chemical)",,,Windows,Not sure,Weekly,,Excel or other spreadsheet program,,,,,MATLAB,,,,,I do not have data yet.,Unsatisfied,Unsatisfied,Agree,Neutral,Agree,Agree,,Yes,18-24,Male,,,
7/26/17 23:50,2017-07,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,MIS,Other (please specify),IT,"I am working on data science, data modeling and business intelligence",Windows,Yes,Weekly,,Excel or other spreadsheet program,,SQL,R,Python,,,,,,"Yes, and I've already done a fair bit of analysis.",Satisfied,Satisfied,Strongly agree,Strongly agree,Agree,Agree,I hope this workshop would provide an overall glimpse of how data are analysed to generate some meaningful informations required in different domains of our study.,Yes,35-44,Male,,Asian / Pacific Islander,
7/26/17 22:24,2017-07,I am taking this survey before coming to the workshop,,Graduate Student,,Yes,Electrical Engineering ,Computer science and electrical engineering,,optical medical image reconstruction ,Windows,No,Weekly,,Excel or other spreadsheet program,,SQL,,,MATLAB,,,,,I am working on generating data.,Neutral,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,,Yes,35-44,Female,,Asian / Pacific Islander,
7/26/17 18:47,2017-07,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Tourism,Humanities,,Eco Tourism & minority's community ,Apple OS,No,Not sure,,,,,,,,,,Not sure,,"Yes, I have data but I haven't started analyzing it yet.",Unsatisfied,Unsatisfied,Strongly agree,Strongly agree,Strongly agree,,How to start use new programs ,Yes,25-34,Female,,Asian / Pacific Islander,
7/26/17 11:15,2017-07,I am taking this survey before coming to the workshop,Yes,Faculty,,Yes,Plant and Soil Sciences,"Earth sciences (geology, oceanography, meterorology)",,Improving methods for soil moisture monitoring across multiple spatial scales and enhancing the use of soil moisture information to solve interdisciplinary problems  ,Windows,Not sure,Several times a year,,,,,,,MATLAB,,,,,"Yes, I have data but I haven't started analyzing it yet.",Satisfied,Satisfied,Strongly agree,Neutral,Agree,Agree,I hope to develop a basic fluency in Python.,Yes,35-44,Male,,Prefer not to say,
7/26/17 7:19,2017-07,I am taking this survey at the workshop (and I have not previously taken a survey for this workshop),Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/26/17 6:58,2017-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/26/17 6:55,2017-07,I am taking this survey at the workshop (and I have not previously taken a survey for this workshop),Yes,Staff,,Yes,,"Life science (ecology, zoology, botany)",,,Windows,No,Several times a year,,Excel or other spreadsheet program,,,,,,,,,,I do not have data yet.,Not sure,Not sure,Strongly agree,Strongly agree,Agree,Neutral,,Yes,18-24,Female,,Other (please specify),Ethiopian
7/26/17 6:22,2017-07,I am taking this survey at the workshop (and I have not previously taken a survey for this workshop),Yes,Staff,,Yes,Animal production and Technology,"Life science (ecology, zoology, botany)",,1. locally and commercially  available feed resources for  Animal  production  2. Important nutrients preparation  methods for small ruminants   ,Windows,No,Several times a year,,Excel or other spreadsheet program,,,,,,,,,,I do not have data yet.,Satisfied,Satisfied,Strongly agree,Agree,Agree,Neutral," I am very interesting to participate  this workshop and In this interesting work shop, i will to know important software for data analysis. ",Yes,18-24,Female,,Other (please specify),Ethiopian
7/26/17 4:23,2017-07,I am taking this survey at the workshop (and I have not previously taken a survey for this workshop),Yes,Post-doc,,Yes,Biomedical Science,"Life science (biology, genetics)",,"Investigations into the mechanism of action of newly synthesised potential anti-cancer therapeutic leads. Studies are conducted using molecular biology techniques, proteomics and microscopy experiments.",Windows,No,I have never programmed,,Excel or other spreadsheet program,,,,,,,,,,I am working on generating data.,Satisfied,Unsatisfied,Strongly agree,Agree,Agree,Agree,"An introduction to OpenRefine, SQL and R, which I have never used before, as a basis to be able to work with on future jobs/projects.",No,,,,,
7/26/17 4:16,2017-07,I am taking this survey at the workshop (and I have not previously taken a survey for this workshop),Yes,Post-doc,,Yes,MBB,"Life science (biology, genetics)",,Study of protein folding and related disease using biochemistry and biophysics methods.,Windows,No,Several times a year,,Excel or other spreadsheet program,,,,,,,the command line (shell),,,"Yes, and I've already done a fair bit of analysis.",Unsatisfied,Unsatisfied,Strongly agree,Strongly agree,Strongly agree,Strongly agree,A grasp of linking scripting to graphical imaging in an automated fashion,No,,,,,
7/26/17 3:04,2017-07,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/26/17 1:14,2017-07,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,,Computer science and electrical engineering,,,Windows,,Weekly,,,,,,Python,MATLAB,,,,,,,,,,,,,Yes,,,,,
7/25/17 23:52,2017-07,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,industrial engeinering,"Tech support, lab tech, or support programmer",,,Windows,No,Daily,,Excel or other spreadsheet program,,SQL,,,,,,,,I do not have data yet.,Neutral,Neutral,Strongly agree,Strongly agree,Neutral,Neutral,machine learning,Yes,45-54,Female,,White / Caucasian,
7/25/17 23:27,2017-07,I am taking this survey before coming to the workshop,Yes,Industry,,Yes,Analytical Sciences,Chemistry,,Develop surface analytical tools for the characterization of solid state materials. ,Windows,No,I have never programmed,,Excel or other spreadsheet program,,,,,,,,,,"Yes, I have data but I haven't started analyzing it yet.",Neutral,Satisfied,Agree,Strongly agree,Strongly agree,Strongly agree,I hope to learn how to analyze images and spectra using python. I also will like to be able to easily perform library searching and matching of images and spectra with data of an unknown against a library. ,Yes,25-34,Male,,Black or African American,
7/25/17 20:52,2017-07,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Management Information Systems,Other (please specify),MIS,Database Management & Data Science ,Windows,No,Weekly,,Excel or other spreadsheet program,,SQL,R,Python,,,,,,I do not have data yet.,Neutral,Neutral,Strongly agree,Agree,Agree,Neutral,,Yes,25-34,Male,,Asian / Pacific Islander,
7/25/17 18:54,2017-07,I am taking this survey before coming to the workshop,No,Graduate Student,,Yes,human sciense,Other (please specify),Education,"parenting stress,parenting style, sleep",Windows,Yes,Weekly,,,,,R,,,,,,,"Yes, I have data but I haven't started analyzing it yet.",Unsatisfied,Unsatisfied,Strongly agree,Strongly agree,Strongly agree,Agree,,Yes,25-34,Male,,Asian / Pacific Islander,
7/25/17 18:08,2017-07,I am taking this survey before coming to the workshop,Yes,Industry,,Yes,ETA,"Engineering (civil, mechanical, chemical)",,"Energy technology, CO2 utilization",Windows,No,Several times a year,,Excel or other spreadsheet program,,,R,,,,,,jmp,"Yes, and I've already done a fair bit of analysis.",Neutral,Unsatisfied,Agree,Agree,Neutral,Neutral,"Dataset organization & manipulation, data visualization, workflow, database recommendations for scientific application",Yes,18-24,Female,,Prefer not to say,
7/25/17 17:08,2017-07,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/25/17 16:35,2017-07,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Biosystems and Agricultural Engineering,"Engineering (civil, mechanical, chemical)",,Improving Water Use Efficiency under Deficit Irrigation Regimes in Oklahoma,Windows,Not sure,I have never programmed,,Excel or other spreadsheet program,,,,,,,,,,"Yes, I have data but I haven't started analyzing it yet.",Unsatisfied,Unsatisfied,Agree,Neutral,Neutral,Neutral,data analysis,Yes,25-34,,,Black or African American,
7/25/17 15:59,2017-07,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Pharmacogenetics,"Life science (biology, genetics)",,How can I interpret the data from the NGS sequencers?,Windows,Not sure,Less than once a year,,Excel or other spreadsheet program,,,R,,,,,,,"Yes, I have data but I haven't started analyzing it yet.",Unsatisfied,Unsatisfied,Agree,Agree,Agree,Agree,learn data; connect people,No,,,,,
7/25/17 15:51,2017-07,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Plant and soil ,"Earth sciences (geology, oceanography, meterorology)",,Working with soil carbon data and soil and weather data from the OK mesonet to determine the whether soil changes or atmospheric changes hold a greater weight in the amount of organic carbon is in the soil. ,Windows,Not sure,Weekly,,,,,,,MATLAB,,,,,"Yes, and I've already done a fair bit of analysis.",Satisfied,Unsatisfied,Strongly agree,Strongly agree,Strongly agree,Strongly agree,How to more efficiently work with my data. ,Yes,18-24,Female,,White / Caucasian,
7/25/17 14:14,2017-07,I am taking this survey before coming to the workshop,Yes,Staff,,Yes,,Administration,,OSU Library human resources,Not sure,Yes,I have never programmed,,Excel or other spreadsheet program,,,,,,,,,,I do not have data yet.,Not applicable,Not applicable,Strongly agree,,,,,Yes,35-44,Female,,White / Caucasian,
7/25/17 4:56,2017-07,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/25/17 2:01,2017-07,I am taking this survey before coming to the workshop,No,Staff,,Yes,JGI,"Life science (biology, genetics)",,genome assembly,Apple OS,No,Weekly,,,,,R,Python,,,the command line (shell),,,"Yes, and I've already done a fair bit of analysis.",Neutral,Unsatisfied,Agree,Agree,Agree,Neutral,"Learn about OpenRefine, get accustomed to using SQL. Interested in using R and Python to interface with the other two.",Yes,35-44,Male,,White / Caucasian,
7/24/17 16:45,2017-07,I am taking this survey before coming to the workshop,No,Post-doc,,Yes,ESD,"Life science (biology, genetics)",,"My field is in microbial ecology, describing the microbiome of diverse environments, trying to understand their activities and roles, mainly, degrading contaminants.",Apple OS,Yes,Weekly,,Excel or other spreadsheet program,,,R,,,,the command line (shell),,,"Yes, and I've already done a fair bit of analysis.",Satisfied,Neutral,Strongly agree,Strongly agree,Strongly agree,Agree,"Really interested in the strategies for data management, doing it more efficiently.",Yes,35-44,Female,,Hispanic or Latino,
7/24/17 16:44,2017-07,I am taking this survey before coming to the workshop,No,Staff,,Yes,,"Life science (biology, genetics)",,,Apple OS,Yes,Several times a year,,Excel or other spreadsheet program,,,R,Python,,,the command line (shell),,,"Yes, and I've already done a fair bit of analysis.",Not sure,Not sure,Strongly agree,Agree,Agree,Agree,,Yes,25-34,Female,,Asian / Pacific Islander,
7/24/17 14:42,2017-07,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/24/17 14:42,2017-07,I am taking this survey before coming to the workshop,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/24/17 12:55,2017-07,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,Librarianship,Other (please specify),Social Science,,Windows,No,Less than once a year,,Excel or other spreadsheet program,,SQL,,,,,,,,"Yes, I have data but I haven't started analyzing it yet.",Unsatisfied,Unsatisfied,Agree,Neutral,Neutral,Neutral,,No,,,,,
7/24/17 12:52,2017-07,I am taking this survey before coming to the workshop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/24/17 11:22,2017-07,I am taking this survey before coming to the workshop,Yes,Post-doc,,Yes,Animal and Plant Sciences,"Life science (biology, genetics)",,,Windows,Not sure,Weekly,,,,,R,,,,,,,"Yes, and I've already done a fair bit of analysis.",Neutral,Neutral,Neutral,Agree,Agree,Agree,,No,,,,,
7/24/17 10:26,2017-07,I am taking this survey before coming to the workshop,Yes,Other (please specify),Teaching and Research Fellow,Yes,Chemical and Biological Engineering,"Engineering (civil, mechanical, chemical)",,Research on flexibility options for the heat network,Apple OS,No,Less than once a year,,Excel or other spreadsheet program,,,,,MATLAB,,,,tableau,I do not have data yet.,Unsatisfied,Unsatisfied,Strongly agree,Agree,Agree,Neutral,using SQL with R or Python,No,,,,,
7/22/17 5:25,2017-07,I am taking this survey before coming to the workshop,Yes,Post-doc,,Yes,EEE,Computer science and electrical engineering,,,Not sure,No,Monthly,,Excel or other spreadsheet program,,,,Python,MATLAB,,,,,I do not have data yet.,Neutral,Neutral,Agree,Agree,Agree,Agree,,No,,,,,
7/21/17 9:16,2017-07,I am taking this survey before coming to the workshop,Yes,Post-doc,,Yes,Engineering,Other (please specify),Materials Science,Impedance spectroscopy as a characterisation technique for cement hydration and properties,Apple OS,No,I have never programmed,,Excel or other spreadsheet program,,,,,,,,,,"Yes, and I've already done a fair bit of analysis.",Unsatisfied,Unsatisfied,Strongly agree,Strongly agree,Strongly agree,Strongly agree,How to analyze the data more efficiently,No,,,,,
7/21/17 7:16,2017-07,I am taking this survey before coming to the workshop,Yes,Graduate Student,,Yes,,Other (please specify),Pure Mathematics,I work in the area of algebraic geometry using homological methods. My area of interest has interactions with theoretical physics through mirror symmetry. My PhD project studies homological invariants with group actions.,Apple OS,Not sure,Less than once a year,,Excel or other spreadsheet program,,,,,,,,,,I do not have data yet.,Not applicable,Not applicable,Agree,Strongly agree,Strongly agree,Strongly agree,I hope to learn how to use the basic tools to process and analyse data.,No,,,,,
