Start Date,End Date,ID,Domain,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Status,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,OS,Programming-Usage,Data-Satisfaction,Why-Attending,Column23,Column24,Column25,Column26,Exposure-Workshop,Column27,Column28,Column29,Column30,Column31,Column32,Language-Covered,Spreadsheet-Rules-R,Column33,Column34,Column35,Column36,Data-Structure-R,Read-Data-R,Read-Data-Reasoning-R,Check-Data-R,Column37,Column38,Column39,Plotting-R,Plotting-Reasoning-R,Column40,Column41,Column42,Spreadsheet-Rules-Python,Column43,Column44,Column45,Column46,Data-Structure-Python,Read-Data-Python,Read-Data-Reasoning-Python,Check-Data-Python,Column47,Column48,Column49,Plotting-Python,Plotting-Reasoning-Python,Column50,Column51,Column52,Raw-Data,Write-Program,Search-Answers,Overcome-Problem,Programming-Confidence,Programming-Reproducible,Hope-To-Learn
08/22/2017 08:58:26 AM,08/22/2017 09:08:11 AM,1semid,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,Apple/Mac OS,Monthly,Not sure,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,B,"D: contacts <- read.table(“data.txt”, header = TRUE, sep = “,”)","will NOT work, the data isn’t a csv file",,Use the head() function to see the last few lines of the data.,,,"C: ggplot(df, aes(x, y))","will work, it contains all of the necessary information.",,,,,,,,,,,,,,,,,,,,,Strongly agree,Agree,Neutral,Neutral,Neutral,Strongly agree,
08/22/2017 07:07:34 AM,08/22/2017 07:16:15 AM,2neuni,,,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,Windows,I have never used these tools,Very unsatisfied,,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,My friend/colleague told me about it,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,Combine related pieces of information in one cell.,Leave the raw data raw and make edits to a copy of the data.,"Place comments alongside data values within a single cell, so they don’t get separated.",B,"B: contacts <- read.csv(“data.txt”, header = TRUE, sep = “,”)","will NOT work, you need to specify options for all parameters to a function",,,Type the name of the data frame to display the whole dataset.,,"D: ggplot(df, aes(x, y)) + geom_point()","will work, it contains all of the necessary information.",,,,,,,,,,,,,,,,,,,,,Strongly disagree,Strongly disagree,Agree,Neutral,Disagree,Agree,
08/21/2017 11:47:58 PM,08/21/2017 11:48:56 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/21/2017 09:03:40 PM,08/21/2017 09:07:23 PM,1sefra,Agricultural or Environmental Sciences,Bioinformatics/Genomics,,,,,,,,Life Sciences,,,Social Sciences,,,Graduate Student,,,,,,,,Windows,Several times a year,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,,My friend/colleague told me about it,,I don't know/I don't remember,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Strongly disagree,Strongly agree,
08/21/2017 08:46:41 PM,08/21/2017 09:05:41 PM,3sesog,,,,,,,,,,,,,Social Sciences,,,Graduate Student,,,,,,,,Apple/Mac OS,Less than once a year,Unsatisfied,,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Disagree,Agree,Neutral,Neutral,Disagree,I'd like to know how to do data management (data cleaning). Thanks!
08/21/2017 03:29:38 PM,08/21/2017 03:35:33 PM,1rouni,,,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,Apple/Mac OS,Less than once a year,Not applicable,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,,,Leave the raw data raw and make edits to a copy of the data.,,B,Options A and C will both work.,"will work, the data is a csv file with headers",Use the str() function to see information about the data.,,,,None of the above will work.,,"will NOT work, you need to specify the type of plot that you want.",,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Agree,Disagree,Strongly disagree,Agree,
08/21/2017 03:03:31 PM,08/21/2017 03:06:59 PM,2spuni,,,,,,,,,,,,,Social Sciences,,,,,,,,Research Staff,,,Windows,I have never used these tools,Very satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/21/2017 02:33:24 PM,08/21/2017 02:40:57 PM,2Geaba,Agricultural or Environmental Sciences,,Biomedical/Health Sciences,,,,,,,,,Physical Sciences,,,,,,,,,Research Staff,,,Windows,Not sure,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,Read about it in a newsletter or university web site,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Agree,Neutral,Agree,Agree,
08/21/2017 02:02:25 PM,08/21/2017 02:02:32 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/21/2017 11:34:54 AM,08/21/2017 11:39:46 AM,1yywas,,,Biomedical/Health Sciences,,,,,,,Life Sciences,,,,,,,Postdoctoral Researcher,,,,,,,Apple/Mac OS,Less than once a year,Not sure,,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,I don't know/I don't remember,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Disagree,Neutral,Neutral,Disagree,Strongly agree,Basic understanding of data
08/21/2017 11:24:23 AM,08/21/2017 11:30:16 AM,0liseg,Agricultural or Environmental Sciences,,,,,Earth Sciences,,,,,,,,,,,Postdoctoral Researcher,,,,,,,Windows,I have never used these tools,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,,,,"Place comments alongside data values within a single cell, so they don’t get separated.",C,Options A and C will both work.,"will work, the data is a csv file with headers",,Use the head() function to see the last few lines of the data.,,,B: ggplot(df),"will work, it contains all of the necessary information.",,,,,,,,,,,,,,,,,,,,,Agree,Disagree,Neutral,Neutral,Disagree,Agree,
08/21/2017 10:37:17 AM,08/21/2017 10:37:31 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/21/2017 10:36:55 AM,08/21/2017 10:45:10 AM,1oxman,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,Windows,Weekly,Unsatisfied,To learn skills that I can apply to my current work,,To learn skills that will help me get a job,,,,,,,,My friend/colleague told me about it,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,,,Leave the raw data raw and make edits to a copy of the data.,,B,C: contacts <- read.table(“data.txt”),"will NOT work, the data isn’t a csv file",Use the str() function to see information about the data.,,,,None of the above will work.,,"will NOT work, you need to specify the type of plot that you want.",,,,,,,,,,,,,,,,,,,,Agree,Neutral,Agree,Agree,Neutral,Agree,Data management to avoid multiple excel files that become confused easily. learn how to preserve raw data and keep separate from working files. move from R base graphics to ggplot
08/21/2017 10:33:58 AM,08/21/2017 10:35:27 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/20/2017 12:53:54 PM,08/20/2017 12:54:43 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/20/2017 11:12:09 AM,08/20/2017 11:22:05 AM,1faash,Agricultural or Environmental Sciences,,,,,,,,,,,,,,Undergraduate Student,,,,,,,,,Apple/Mac OS,Monthly,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,,My friend/colleague told me about it,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,B,"Options A, B and D will all work.","will work, the data is a csv file with headers",Use the str() function to see information about the data.,,Type the name of the data frame to display the whole dataset.,Use the dim() function to see the number of rows and columns in the dataset.,None of the above will work.,,"will NOT work, you need to specify the type of plot that you want.",,,,,,,,,,,,,,,,,,,,Agree,Neutral,Agree,Agree,Disagree,Strongly agree,I hope to be able to properly import data and manipulate it in R. 
08/18/2017 03:34:32 PM,08/18/2017 03:43:52 PM,0dafra,,,,,,,Engineering,,,,,,,,,Graduate Student,,,,,,,,Apple/Mac OS,Weekly,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,"Place comments alongside data values within a single cell, so they don’t get separated.",B,"Options A, B and D will all work.","will work, the data is a csv file with headers",,Use the head() function to see the last few lines of the data.,,,"C: ggplot(df, aes(x, y))","will work, it contains all of the necessary information.",,,,,,,,,,,,,,,,,,,,,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,
08/18/2017 03:31:16 PM,09/20/2017 02:50:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/18/2017 11:55:59 AM,08/18/2017 12:02:16 PM,2sobal,Agricultural or Environmental Sciences,Bioinformatics/Genomics,,,,,,,,,,,,,,Graduate Student,,,,,Research Staff,,,Not sure,Monthly,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,As a requirement for my program/current position,,,,,,My advisor/supervisor told me about it,,,I don't know/I don't remember,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Agree,Strongly agree,Disagree,Disagree,Agree,"a better alternative to excel, and sorting, filtering, hiding columns, copy/paste for handling large data sets. Also would like to be more comfortable in programming languages, as re-introduction to stats in R, and first intro to Python."
08/17/2017 10:32:12 AM,08/17/2017 10:38:10 AM,2hucap,,Bioinformatics/Genomics,,,,,,,,,,,,,,Graduate Student,,,,,,,,Apple/Mac OS,Daily,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,My advisor/supervisor told me about it,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,B,"Options A, B and D will all work.","will work, the data is a csv file with headers",Use the str() function to see information about the data.,Use the head() function to see the last few lines of the data.,,Use the dim() function to see the number of rows and columns in the dataset.,"D: ggplot(df, aes(x, y)) + geom_point()",,"will NOT work, you need to specify the type of plot that you want.",,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,More reproducibility tools!
08/17/2017 09:52:22 AM,08/17/2017 09:58:38 AM,0tobea,,,,,,,,,,,,,,Biology,,Graduate Student,,,,,,,,Apple/Mac OS,Weekly,Very unsatisfied,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,B,"Options A, B and D will all work.","will work, the data is a csv file with headers",Use the str() function to see information about the data.,,Type the name of the data frame to display the whole dataset.,,None of the above will work.,,"will NOT work, you need to specify the type of plot that you want.",,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Neutral,Agree,Neutral,Strongly agree,"I need to actually learn what the code means. I just google everything I need when I need it, without fully understanding what each part of the functions do"
08/17/2017 12:06:30 AM,08/17/2017 12:24:31 AM,3necol,,Bioinformatics/Genomics,,,,,,,,Life Sciences,Mathematics or Statistics,,,,,Graduate Student,,,,,,,,GNU/Linux,Weekly,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,Python,,,,,,,,,,,,,,,,,,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,Combine related pieces of information in one cell.,Leave the raw data raw and make edits to a copy of the data.,"Place comments alongside data values within a single cell, so they don’t get separated.",C,"B: contacts = pd.read_csv(""data.txt"", header = 1, delimiter = "","")","will NOT work, you need to specify options for all parameters to a function",,Use the head() function to see the last few lines of the data.,Type the name of the data frame to display the whole dataset.,,,,,,,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,automation
08/16/2017 11:21:56 PM,08/16/2017 11:42:58 PM,2indun,,,,,,,Engineering,,,,,Physical Sciences,,,,Graduate Student,,,,,,,,Apple/Mac OS,Daily,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,Combine related pieces of information in one cell.,Leave the raw data raw and make edits to a copy of the data.,"Place comments alongside data values within a single cell, so they don’t get separated.",B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Agree,Agree,Agree,Agree,Agree,
08/16/2017 09:44:48 PM,08/17/2017 03:09:03 AM,2dfflo,,,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,Apple/Mac OS,I have never used these tools,Very unsatisfied,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,,,,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Strongly disagree,Strongly agree,Neutral,Neutral,Neutral,"be familiarized with R, receive the necessary tools to keep myself  forward with the plataform"
08/16/2017 06:40:41 PM,08/16/2017 06:58:57 PM,2picen,,,,,,,,,,,Mathematics or Statistics,,Social Sciences,,,Graduate Student,,,,,,,,Windows,Daily,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,My friend/colleague told me about it,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,B,"Options A, B and D will all work.","will NOT work, you need to specify options for all parameters to a function",Use the str() function to see information about the data.,,Type the name of the data frame to display the whole dataset.,Use the dim() function to see the number of rows and columns in the dataset.,"C: ggplot(df, aes(x, y))","will work, it contains all of the necessary information.",,,,,,,,,,,,,,,,,,,,,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,I hope to learn a less haphazard way to work with data than what I'm currently doing.  
08/16/2017 05:58:30 PM,08/16/2017 06:16:55 PM,1salag,,Bioinformatics/Genomics,,,Computer Science,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,Apple/Mac OS,Weekly,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,,,Leave the raw data raw and make edits to a copy of the data.,,B,"D: contacts <- read.table(“data.txt”, header = TRUE, sep = “,”)","will NOT work, you need to specify options for all parameters to a function",Use the str() function to see information about the data.,,,,"C: ggplot(df, aes(x, y))","will work, it contains all of the necessary information.",,,,,,,,,,,,,,,,,,,,,Strongly agree,Agree,Agree,Agree,Neutral,Strongly agree,"I hope to identify my weaknesses in programming and strengthen them. I also hope to learn about all the different types of data visualization and perhaps test a sample from my own data as a start.     As a side, the programming questions were really difficult to understand (very strange phrasing). "
08/16/2017 04:45:57 PM,08/16/2017 04:52:00 PM,1grpop,,,,,,,,,,,,,,Chemistry,,Graduate Student,,,,,,,,Apple/Mac OS,Weekly,Neutral,,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,,,Leave the raw data raw and make edits to a copy of the data.,,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Agree,Agree,Agree,Strongly disagree,Neutral,
08/16/2017 03:37:10 AM,08/16/2017 04:00:23 AM,2seque,,,,,,,,,,,,,,Cognitive Science,,Graduate Student,,,,,,,,Apple/Mac OS,Several times a year,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,C,"B: contacts <- read.csv(“data.txt”, header = TRUE, sep = “,”)","will NOT work, you need to specify options for all parameters to a function",Use the str() function to see information about the data.,Use the head() function to see the last few lines of the data.,Type the name of the data frame to display the whole dataset.,Use the dim() function to see the number of rows and columns in the dataset.,"C: ggplot(df, aes(x, y))","will work, it contains all of the necessary information.",,,,,,,,,,,,,,,,,,,,,Agree,Strongly disagree,Strongly agree,Agree,Disagree,Strongly agree,
08/15/2017 07:14:09 PM,08/15/2017 08:29:14 PM,1bebro,,,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,Windows,Weekly,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,B,"D: contacts <- read.table(“data.txt”, header = TRUE, sep = “,”)","will NOT work, the data isn’t a csv file",,,Type the name of the data frame to display the whole dataset.,,B: ggplot(df),"will work, it contains all of the necessary information.",,,,,,,,,,,,,,,,,,,,,Strongly agree,Agree,Agree,Agree,Agree,Agree,More skills in R and data management
08/15/2017 06:58:40 PM,08/15/2017 07:12:43 PM,2spiro,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,Windows,Several times a year,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,C,"Options A, B and D will all work.","will work, the data is a csv file with headers",,,Type the name of the data frame to display the whole dataset.,Use the dim() function to see the number of rows and columns in the dataset.,B: ggplot(df),"will work, it contains all of the necessary information.",,,,,,,,,,,,,,,,,,,,,Strongly agree,Agree,Agree,Agree,Neutral,Agree,
08/14/2017 03:20:44 PM,08/14/2017 03:20:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/14/2017 01:44:37 PM,08/17/2017 12:12:34 AM,2elbet,,Bioinformatics/Genomics,,,,,,,,Life Sciences,Mathematics or Statistics,,,,,Graduate Student,,,,,,,,Apple/Mac OS,Monthly,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,My advisor/supervisor told me about it,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Neutral,Agree,Disagree,Strongly agree,Efficiency  
08/14/2017 11:11:34 AM,08/14/2017 11:29:32 AM,2buuni,,Bioinformatics/Genomics,,,,,,,,,,,,,,,,,,,Research Staff,,,Windows,Several times a year,Neutral,To learn skills that I can apply to my current work,,,,,,,,,My advisor/supervisor told me about it,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,,,Leave the raw data raw and make edits to a copy of the data.,"Place comments alongside data values within a single cell, so they don’t get separated.",C,"D: contacts <- read.table(“data.txt”, header = TRUE, sep = “,”)","will NOT work, you need to specify options for all parameters to a function",,,Type the name of the data frame to display the whole dataset.,,"C: ggplot(df, aes(x, y))","will work, it contains all of the necessary information.",,,,,,,,,,,,,,,,,,,,,Strongly agree,Disagree,Agree,Neutral,Disagree,Neutral,
08/14/2017 09:15:11 AM,08/14/2017 09:57:35 AM,3arthi,,,,,,,,,,Life Sciences,,,,Natural Sciences,,Graduate Student,,,,,,,,Windows,Less than once a year,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,,My friend/colleague told me about it,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,"Place comments alongside data values within a single cell, so they don’t get separated.",B,"Options A, B and D will all work.","will NOT work, you need to specify options for all parameters to a function",Use the str() function to see information about the data.,,,,"D: ggplot(df, aes(x, y)) + geom_point()",,"will NOT work, you need to specify the type of plot that you want.",,,,,,,,,,,,,,,,,,,,Strongly agree,Strongly disagree,Agree,Neutral,Neutral,Strongly agree,Hope to be more comfortable using r and get a better understanding of the online lessons. Since I have started the lessons online on my own.
08/14/2017 08:50:23 AM,08/14/2017 08:58:57 AM,2se92n,Agricultural or Environmental Sciences,,,,,,,,,,Mathematics or Statistics,,,GIS,,Graduate Student,,,,,Research Staff,,,Windows,Daily,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly agree,Agree,Agree,Agree,,Strongly agree,
08/14/2017 08:38:25 AM,08/14/2017 08:50:23 AM,0jalan,,Bioinformatics/Genomics,Biomedical/Health Sciences,,,,,,,,,,,,,,,Faculty,,,,,,Windows,Less than once a year,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,None of the tables above improve the structure of the data.,Options A and C will both work.,,Use the str() function to see information about the data.,,,,"C: ggplot(df, aes(x, y))","will work, it contains all of the necessary information.",,,,,,,,,,,,,,,,,,,,,Strongly agree,Disagree,Neutral,Disagree,Strongly disagree,Agree,Another way to think about data
08/13/2017 11:49:49 PM,08/14/2017 12:00:13 AM,1danor,,,,,,,,,,Life Sciences,,,,,,Graduate Student,,,,,,,,Apple/Mac OS,Several times a year,Very unsatisfied,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,My friend/colleague told me about it,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,B,"Options A, B and D will all work.","will work, the data is a csv file with headers",Use the str() function to see information about the data.,,,,"D: ggplot(df, aes(x, y)) + geom_point()",,"will NOT work, you need to specify the type of plot that you want.",,,,,,,,,,,,,,,,,,,,Strongly agree,Disagree,Agree,Disagree,Strongly disagree,Agree,
08/12/2017 02:02:21 PM,08/12/2017 02:09:44 PM,1orhun,,,,,,,,,,,Mathematics or Statistics,,Social Sciences,,Undergraduate Student,,,,,,,,,Windows,I have never used these tools,Unsatisfied,,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,Twitter or other social media,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,,,Leave the raw data raw and make edits to a copy of the data.,,B,"B: contacts <- read.csv(“data.txt”, header = TRUE, sep = “,”)","will work, the data is a csv file with headers",Use the str() function to see information about the data.,,Type the name of the data frame to display the whole dataset.,,B: ggplot(df),,"will NOT work, you need to specify the type of plot that you want.",,,,,,,,,,,,,,,,,,,,Agree,Strongly disagree,Neutral,Disagree,Strongly disagree,Agree,I hope to learn the basics of 'R' as well as ways to practice the language 
08/11/2017 10:53:29 AM,08/16/2017 03:06:27 PM,1hamax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/11/2017 10:38:36 AM,08/11/2017 10:38:55 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/11/2017 10:07:49 AM,08/11/2017 10:24:22 AM,2we13t,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,Windows,I have never used these tools,Not applicable,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,As a requirement for my program/current position,,Received an email about the workshop,,,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,"Place comments alongside data values within a single cell, so they don’t get separated.",B,Options A and C will both work.,"will NOT work, the data isn’t a csv file",,,,Use the dim() function to see the number of rows and columns in the dataset.,"C: ggplot(df, aes(x, y))","will work, it contains all of the necessary information.",,,,,,,,,,,,,,,,,,,,,Agree,Disagree,Agree,Neutral,Disagree,Neutral,
08/11/2017 09:30:59 AM,08/11/2017 09:38:41 AM,1nibas,Agricultural or Environmental Sciences,,,,,,Engineering,,,,Mathematics or Statistics,,Social Sciences,,,,,,,,Research Staff,,,Windows,Weekly,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,R,Put each variable (e.g. ‘weight’ or ‘temperature’) in its own column.,Put each observation in its own row.,,Leave the raw data raw and make edits to a copy of the data.,,B,"Options A, B and D will all work.","will work, the data is a csv file with headers",Use the str() function to see information about the data.,Use the head() function to see the last few lines of the data.,Type the name of the data frame to display the whole dataset.,Use the dim() function to see the number of rows and columns in the dataset.,"D: ggplot(df, aes(x, y)) + geom_point()",,"will NOT work, you need to specify the type of plot that you want.",,,,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Agree,Agree,Neutral,learning new things
08/11/2017 09:15:45 AM,08/11/2017 09:25:39 AM,5ztatf,,,,,,,,,,,,,,Education,,,,Faculty,,,Research Staff,,,Windows,I have never used these tools,Not applicable,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Strongly disagree,Disagree,Disagree,Disagree,Disagree,Disagree,I hope to acquire basic skills to carpet data  for my research 
08/11/2017 04:53:14 AM,08/14/2017 01:21:37 AM,4tgadi,,,,,,,,,,,,,Social Sciences,,,,,,,,Research Staff,,,Windows,I have never used these tools,Not sure,To learn skills that I can apply to my current work,,,,,,,,,,My friend/colleague told me about it,,I don't know/I don't remember,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agree,Neutral,Neutral,Neutral,Agree,Neutral,May I get any additional knowledge of my job to easy
08/11/2017 03:35:49 AM,10/18/2017 11:30:57 PM,2prkwa,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,,,,,,,Other Staff,,Windows,I have never used these tools,Very unsatisfied,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
