When-Taking-Survey,First-Time,Research,Status,Status-Other,Involvement,Practical-Knowledge,Organize-Data,Use-OpenRefine,Import-Python,Import-R,Visualizations-in-Python,Visualizations-in-R,Construct-SQL,Use-command-line,Skill-Level-Prior,Skill-Level-Following,Data-Organization,Using-Scripting-Language,Using-R-or-Python,Value-of-SQL-or-Python,Application,Worth-My-Time,Material,Recommend,Instructors-Clear-Answers,Instructors-Considerate,Instructors-Effective,Instructors-Enthusiastic,Workshop-in-US,Age,Gender,Gender-Other,Race-American-Indian,Race-Asian,Race-Black,Race-Hispanic,Race-Islander,Race-White,Race-Prefer-Not,Race-Other
"I have recently completed the workshop, and am taking it after I left the event",yes,Biology,Post-doc,,Very involved,Some practical knowledge,Agree,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,Agree,Low,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Always,Always,Most of the time,Always,yes,,,,,,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-24,Female,,,Asian/Pacific Islander,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Biology,Undergraduate student,,Very involved,Some practical knowledge,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Low,Somewhat higher,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Sometimes,Sometimes,Sometimes,Usually,yes,,,,,,,,,,,
"I have just completed the workshop, and am taking it at the event",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18-24,Female,,,,,,,White/Caucasian,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Microbiology,Undergraduate student,,Enthusiastically involved,A great deal,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Very low,Higher,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Most of the time,Always,Always,Always,yes,25-34,Male,,,Asian/Pacific Islander,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Pharmacology,Graduate student,,Very involved,Some practical knowledge,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Neither high nor low,Somewhat higher,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Most of the time,Most of the time,Most of the time,Most of the time,yes,65-74,Male,,,,,,,White/Caucasian,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Social Science,Staff,,Somewhat involved,A great deal,Strongly Agree,Agree,Disagree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Agree,Very low,Somewhat higher,Strongly agree,Agree,Agree,Neutral,Agree,Strongly agree,Agree,Agree,Most of the time,Always,Most of the time,Always,yes,55-64,Female,,,,,,,White/Caucasian,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Ecology,Staff,,Enthusiastically involved,A great deal,Strongly Agree,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Agree,Agree,Low,Much higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Most of the time,Always,Always,Always,yes,25-34,Male,,,Asian/Pacific Islander,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Neuroscience,Graduate student,,Somewhat involved,Some practical knowledge,Strongly Agree,Strongly Agree,Neutral,Agree,Neutral,Strongly Agree,Agree,Agree,Low,Somewhat higher,Strongly agree,Agree,Neutral,Agree,Neutral,Agree,Strongly agree,Strongly agree,Most of the time,Most of the time,Always,Always,yes,25-34,Male,,,,,,,,Prefer not to say,
"I have recently completed the workshop, and am taking it after I left the event",yes,Genetics,Graduate student,,Enthusiastically involved,A great deal,Agree,Agree,Neutral,Strongly Agree,Neutral,NA/Not covered at this workshop,Agree,Neutral,Low,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Most of the time,Always,Most of the time,Always,yes,25-34,Female,,,,,Hispanic or Latino,,,,
"I have just completed the workshop, and am taking it at the event",yes,Ecology,Graduate student,,Enthusiastically involved,A great deal,Agree,Strongly Agree,NA/Not covered at this workshop,Neutral,NA/Not covered at this workshop,Agree,Strongly Agree,Agree,High,Higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Most of the time,Always,Always,Always,yes,25-34,Female,,,,,,,White/Caucasian,,
"I have just completed the workshop, and am taking it at the event",yes,Oceanography,Graduate student,,Very involved,A great deal,Strongly Agree,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Strongly Agree,Strongly Agree,Low,Somewhat higher,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Always,Always,Always,Always,yes,18-24,Male,,,,,,,White/Caucasian,,
"I have just completed the workshop, and am taking it at the event",yes,Biology,Graduate student,,Enthusiastically involved,Some practical knowledge,Strongly Agree,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Strongly Agree,Strongly Agree,Very low,Higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Most of the time,Always,Always,Always,yes,18-24,,non-binary/none,,,,,,White/Caucasian,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Engineering,Undergraduate student,,Very involved,Some practical knowledge,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Strongly Agree,Strongly Agree,Agree,High,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Agree,Agree,Agree,Always,Always,Always,Always,yes,25-34,Female,,,,,,,White/Caucasian,,
"I have just completed the workshop, and am taking it at the event",no,Microbiology,Post-doc,,Very involved,Some practical knowledge,Agree,Strongly Agree,Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,Disagree,Neither high nor low,Higher,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Strongly agree,Always,Always,Always,Most of the time,yes,,,,,,,,,,,
"I have just completed the workshop, and am taking it at the event",yes,Microbiology,Post-doc,,Somewhat involved,Some practical knowledge,,,,,,,,,,,,,,,,,,,,,,,,25-34,Male,,,Asian/Pacific Islander,,,,,,
"I have just completed the workshop, and am taking it at the event",yes,Earth Science,Post-doc,,Very involved,Some practical knowledge,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Neither high nor low,Higher,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Most of the time,Most of the time,Most of the time,Most of the time,yes,25-34,Male,,,Asian/Pacific Islander,,,,,,
"I have just completed the workshop, and am taking it at the event",no,Materials Science,Post-doc,,Enthusiastically involved,A great deal,Agree,Agree,Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Strongly Agree,Agree,Low,Higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Most of the time,Always,Always,Always,yes,25-34,Female,,,Asian/Pacific Islander,,,,,,
"I have just completed the workshop, and am taking it at the event",yes,Microbiology,Other (please specify),Researcher,Enthusiastically involved,A great deal,Agree,Strongly Agree,Strongly Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,Neutral,Neither high nor low,Higher,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Always,Always,Always,Always,yes,65-74,Male,,,Asian/Pacific Islander,,,,,,
"I have just completed the workshop, and am taking it at the event",yes,Physics,Staff,,Enthusiastically involved,A great deal,Agree,Strongly Agree,Agree,NA/Not covered at this workshop,NA/Not covered at this workshop,NA/Not covered at this workshop,Strongly Agree,Agree,Neither high nor low,Much higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Always,Always,Always,Always,yes,18-24,Female,,,,,,,White/Caucasian,,
"I have just completed the workshop, and am taking it at the event",yes,Materials Science,Undergraduate student,,Very involved,A great deal,Agree,Agree,Neutral,Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Neither high nor low,Higher,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Always,Always,Always,Most of the time,yes,18-24,Male,,,Asian/Pacific Islander,,,,,,
"I have just completed the workshop, and am taking it at the event",yes,Materials Science,Undergraduate student,,Enthusiastically involved,Some practical knowledge,Agree,Strongly Agree,Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Strongly Agree,Disagree,Low,Higher,Agree,Strongly agree,Strongly agree,Agree,Neutral,Agree,Agree,Agree,Most of the time,Always,Always,Most of the time,yes,,,,,,,,,,,
"I have just completed the workshop, and am taking it at the event",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25-34,Female,,,,,,,White/Caucasian,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Microbiology,Graduate student,,Enthusiastically involved,A great deal,Strongly Agree,Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Neutral,Agree,Low,Higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Always,Always,Most of the time,Always,yes,,,,,,,,,,,
"I have just completed the workshop, and am taking it at the event",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Transporation,Staff,,Enthusiastically involved,A great deal,Strongly Agree,NA/Not covered at this workshop,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Neither high nor low,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Always,Always,Always,Always,no,25-34,Prefer not to say,,,,,,,,Prefer not to say,
"I have recently completed the workshop, and am taking it after I left the event",yes,Physics,Post-doc,,Somewhat involved,Some practical knowledge,Agree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly disagree,Strongly Agree,Neither high nor low,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Agree,Agree,Usually,Always,Most of the time,Always,yes,,,,,,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Agriculture,Graduate student,,Very involved,A great deal,Strongly Agree,Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,Agree,Agree,Low,Higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,,,,,,25-34,Female,,,Asian/Pacific Islander,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Biology,Post-doc,,Very involved,Some practical knowledge,Strongly Agree,NA/Not covered at this workshop,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Strongly Agree,Very low,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Agree,Strongly agree,Always,Always,Always,Always,yes,,,,,,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Biology,Post-doc,,Enthusiastically involved,Some practical knowledge,,,,,,,,,,,,,,,Agree,Strongly agree,Agree,Agree,,,,,yes,,Female,,,Asian/Pacific Islander,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Medicine,Post-doc,,Enthusiastically involved,Some practical knowledge,Strongly Agree,NA/Not covered at this workshop,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Neutral,NA/Not covered at this workshop,Agree,Neither high nor low,Somewhat higher,Strongly agree,Neutral,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Always,Always,Always,Always,yes,25-34,Female,,,,,,,White/Caucasian,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Genetics,Post-doc,,Very involved,Some practical knowledge,Neutral,NA/Not covered at this workshop,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,Neither high nor low,Somewhat higher,Agree,Strongly agree,Strongly agree,Neutral,Agree,Neutral,Disagree,Neutral,Most of the time,Always,Most of the time,Always,yes,25-34,Male,,,,,,,White/Caucasian,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Medicine,Post-doc,,Very involved,Some practical knowledge,Strongly Agree,Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Very low,Somewhat higher,Strongly agree,Agree,Agree,Neutral,Neutral,Strongly agree,Agree,Strongly agree,Always,Most of the time,Always,Most of the time,yes,25-34,Female,,,,,,,White/Caucasian,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Neuroscience,Post-doc,,Very involved,Some practical knowledge,Strongly Agree,NA/Not covered at this workshop,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Agree,Low,Higher,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Agree,Agree,Most of the time,Always,Always,Always,yes,35-44,Male,,,Asian/Pacific Islander,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Genomics,Post-doc,,Very involved,Some practical knowledge,Strongly Agree,NA/Not covered at this workshop,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Strongly Agree,Neither high nor low,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Most of the time,Always,Always,Always,yes,25-34,Female,,,,,,,White/Caucasian,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Engineering,Post-doc,,Enthusiastically involved,Some practical knowledge,Strongly Agree,Neutral,Strongly disagree,Strongly Agree,Strongly disagree,Strongly Agree,Strongly disagree,Agree,Very low,Somewhat higher,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Always,Always,Always,Always,yes,,,,,,,,,,,
"I have recently completed the workshop, and am taking it after I left the event",yes,Social Science,Post-doc,,Very involved,A great deal,Neutral,Strongly Agree,NA/Not covered at this workshop,Strongly Agree,NA/Not covered at this workshop,Agree,NA/Not covered at this workshop,Strongly Agree,High,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Always,Always,Usually,Always,yes,35-44,Male,,,,,,,White/Caucasian,,
"I have recently completed the workshop, and am taking it after I left the event",yes,,Post-doc,,Very involved,Some practical knowledge,Strongly Agree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Agree,Very low,Somewhat higher,Strongly agree,Strongly agree,Strongly agree,Neutral,Agree,Agree,Disagree,Neutral,Always,Always,Always,Always,yes,35-44,Female,,,,,,,White/Caucasian,,
