End Date,NewDate,Please indicate your relevant fields or disciplines.��Check all that apply.,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,What is your current status? Check all that apply.,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,What operating system is on the computer you are bringing to the workshop?,How often do you currently use any of the following?,Column24,Column25,Column26,"Please rate your level of satisfaction with your current data management and analysis workflow (i.e. how you collect, organize, store and analyze your data).",Why are you attending this workshop? Check all that apply.,Column27,Column28,Column29,Column30,How did you find out about this workshop? Check all that apply.,Column31,Column32,Column33,Column34,Column35,Column36,Which of the following programming languages��is being covered in your workshop?,Please rate your level of agreement with the following statements:,Column37,Column38,Column39,Column40,Column41,Please share what you most hope to learn from attending this workshop.,In what country is your workshop being held?,With��what gender do you most identify?,Column42,How would you describe yourself? Choose one or more of the following groups.,Column43,Column44,Column45,Column46,Column47,Column48,Column49
12/13/17 4:31,2017-12,,,,,Computer Science,,,,,,,,,,,,,,,,Research Staff,Management/Administrator,,,UNIX/Linux,Daily,Several times per year,Monthly,Daily,Not sure,,,,,to assess the pilot and help improve it,Received an email about the workshop,,,,,My friend/colleague told me about it,,Python,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Open Refine,United Kingdom,,,,,,,,,,
12/12/17 23:45,2017-12,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,,Postdoctoral Researcher,,,Government Employee,,,,,Windows,Never,Never,Never,Never,Neutral,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,R,Neutral,Disagree,Agree,Strongly disagree,Strongly disagree,Agree,"I hope that I will get skill on how I would work my research in a more organized ,smooth & as well easily ",Ethiopia,,,,,,,,,,
12/12/17 16:26,2017-12,,,,,,,,,,,,,Social Sciences,,,,,Faculty,,,Research Staff,,,,Windows,Less than once per year,Less than once per year,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,Python,Strongly agree,Strongly disagree,Strongly agree,Agree,Disagree,Strongly agree,,United Kingdom,,,,,,,,,,
12/12/17 14:09,2017-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/17 13:48,2017-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/17 12:53,2017-12,,,Biomedical/Health Sciences,,,,,,Library Sciences,,,,,,,,,,,,Research Staff,,,,Windows,Never,Daily,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,to confirm any aspects that I am doing right,Received an email about the workshop,,,,,,,R,Neutral,Strongly disagree,Neutral,Neutral,Strongly disagree,Neutral,"I want to learn good techniques for cleaning data, organizing it, any tips on analysis beyond the MS Access and Excel approach I am using now - and how to keep it all organized!",Canada,,,,,,,,,,
12/12/17 12:24,2017-12,,,,,,,Engineering,,,,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,Less than once per year,Less than once per year,Never,Never,Neutral,,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Agree,Agree,Strongly agree,Agree,Agree,Disagree,,United States of America,Male,,,,,,,"White(A person having origins in any of the original peoples of Europe, the Middle East, or North Africa.)",,
12/12/17 11:10,2017-12,,,,,,,,,,Life��Sciences,,,,,,,Postdoctoral Researcher,,,,,,,,Windows,Several times per year,Never,Never,Several times per year,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,Neither,Strongly agree,Neutral,Agree,Agree,Disagree,Agree,,Netherlands,,,,,,,,,,
12/12/17 10:55,2017-12,,,,,Computer Science,,,,,,,,,,,,,,,,,Management/Administrator,,,Windows,Never,Weekly,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,,,,,,My friend/colleague told me about it,,I don't know/I don't remember,Agree,Neutral,Strongly agree,Neutral,Agree,Neutral,New data management skills,United Kingdom,,,,,,,,,,
12/12/17 10:28,2017-12,,,,,,,,,Library Sciences,,,,,,,,,,,,,,,Academic Staff,Apple/Mac OS,Never,Never,Never,Never,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Strongly disagree,Neutral,Agree,Strongly disagree,,"I know how to ask for help when I encounter technical issues; I would, however, like to learn how to approach some of these hurdles myself.",United States of America,Female,,,,,,,"White(A person having origins in any of the original peoples of Europe, the Middle East, or North Africa.)",,
12/12/17 10:17,2017-12,,,Biomedical/Health Sciences,,,,,,,Life��Sciences,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,Weekly,Never,Several times per year,Monthly,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,,My friend/colleague told me about it,,I don't know/I don't remember,Strongly agree,Disagree,Agree,Neutral,Neutral,Strongly agree,,United States of America,Male,,,,,,,"White(A person having origins in any of the original peoples of Europe, the Middle East, or North Africa.)",,
12/12/17 9:49,2017-12,Agricultural or Environmental Sciences,Bioinformatics/Genomics,Biomedical/Health Sciences,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,Several times per year,Never,Never,Never,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,My friend/colleague told me about it,,I don't know/I don't remember,Strongly agree,Disagree,Agree,Neutral,Agree,Agree,"I have a background in behavioural ecology, but not in genomics. In my PhD I use the MinION as a tool for great ape conservation, so I hope 1) to learn skills how to organise/manage the big data that I will get from my experiments and 2) to increase my knowledge on what to do with NGS data/how to analyse it.",Netherlands,,,,,,,,,,
12/14/17 11:10,2017-12,,,,,,,,,,,,,,plant genetic sciences,,,,,,,,,,PhD student,Windows,Less than once per year,Monthly,Less than once per year,Less than once per year,Not sure,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,Neither,Agree,Disagree,Agree,Neutral,Agree,Agree,how to deal with the RNAseq. data,Netherlands,,,,,,,,,,
12/12/17 8:55,2017-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/17 8:53,2017-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/17 8:54,2017-12,,,,,,,,,,,,,,Marketing,,,,,Industry Employee,,,,,,Windows,Less than once per year,Daily,Never,Never,Satisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,,,,,,My friend/colleague told me about it,,Python,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,See how we can use Python in my company,United Kingdom,,,,,,,,,,
12/12/17 8:34,2017-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/17 8:20,2017-12,,,,,Computer Science,,,,,,,,,,,,,,Industry Employee,,,,,,Apple/Mac OS,Daily,Daily,Several times per year,Several times per year,Very satisfied,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,Python,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Understanding how to correctly set up my station for Python Programming,United Kingdom,,,,,,,,,,
12/12/17 8:26,2017-12,,,,,,,,,,,,Physical Sciences,,,,Graduate Student,,,,,,,,,,Never,Never,Never,Never,Very unsatisfied,To learn skills that I can apply to my current work,,,,,Received an email about the workshop,,,,,,,R,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I hope I will get new and simple methods to do my work,Ethiopia,,,,,,,,,,
12/12/17 6:18,2017-12,,Bioinformatics/Genomics,,,Computer Science,,,,,Life��Sciences,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,Monthly,Never,Less than once per year,Less than once per year,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,Strongly agree,Neutral,Agree,Disagree,Strongly disagree,Strongly agree,Improve my computational skills and confirm it,Netherlands,,,,,,,,,,
12/12/17 6:38,2017-12,Agricultural or Environmental Sciences,,,,,,,,,,,,,Enaergy and climate science,,Graduate Student,,,,,,,,,UNIX/Linux,Never,Never,Never,Never,Not sure,To learn skills that I can apply to my current work,,,,,,,,,My advisor/supervisor told me about it,,,I don't know/I don't remember,,,,,,,,,,,,,,,,,,
12/12/17 3:26,2017-12,,Bioinformatics/Genomics,,,Computer Science,,,,,Life��Sciences,Mathematics or Statistics,,,,,Graduate Student,,,,,,,,,Windows,Weekly,Never,Never,Several times per year,Not sure,,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,Strongly agree,Neutral,Agree,Agree,Neutral,Strongly agree,Better refine my basic skills in programming,United States of America,Male,,,,,,,"White(A person having origins in any of the original peoples of Europe, the Middle East, or North Africa.)",,
12/11/17 22:32,2017-12,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,Daily,Several times per year,Weekly,Daily,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,I am most interested in data analysis and data visualization in R.,Received an email about the workshop,,,,,,R Study group advertisement by Brian Yandell,R,Strongly agree,Strongly agree,Agree,Agree,Agree,Agree,Visualization in R to enhance analysis of data.,United States of America,Male,,,,,,,"White(A person having origins in any of the original peoples of Europe, the Middle East, or North Africa.)",,
12/11/17 21:26,2017-12,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,,,Faculty,,,,,,,Windows,Less than once per year,Never,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Agree,Disagree,Neutral,Disagree,Strongly disagree,Agree,Better data management skills,Canada,,,,,,,,,,
12/11/17 19:02,2017-12,Agricultural or Environmental Sciences,,,,,Earth Sciences,,,,Life��Sciences,,,,,,Graduate Student,,,,,,,,,Apple/Mac OS,Several times per year,Never,Less than once per year,Several times per year,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,My advisor/supervisor told me about it,,,R,Agree,Disagree,Agree,Agree,Neutral,Agree,Help with organizing big datasets.,United States of America,Female,,,,,Hispanic or Latino(a)(A person of Spanish-speaking origin or ancestry and/or Latin American origin or ancestry ��� includes Portuguese and Brazilians.),,"White(A person having origins in any of the original peoples of Europe, the Middle East, or North Africa.)",,
12/11/17 18:32,2017-12,,Bioinformatics/Genomics,,,,,,,,Life��Sciences,,,,,,Graduate Student,,,,,,,,,Windows,Less than once per year,Monthly,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,I don't know/I don't remember,Strongly agree,Strongly disagree,Disagree,Disagree,Strongly disagree,Strongly agree,Learning how programming languages work,United States of America,Male,,,,,,,"White(A person having origins in any of the original peoples of Europe, the Middle East, or North Africa.)",,
12/11/17 18:29,2017-12,,,,,,,Engineering,,,,,,,,,Graduate Student,,,,,,,,,Windows,Never,Never,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,,,,Received an email about the workshop,,,,,,,R,Agree,Disagree,Agree,Agree,Disagree,Agree,Setting up a data management system for my experimental output.,United States of America,Male,,,,,,,"White(A person having origins in any of the original peoples of Europe, the Middle East, or North Africa.)",,
12/11/17 18:11,2017-12,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,Graduate Student,,,,,,,,,Windows,Weekly,Less than once per year,Never,Never,Neutral,To learn skills that I can apply to my current work,To learn skills that I can apply to my work in the future,To learn skills that will help me get a job,,,Received an email about the workshop,Read about it in a newsletter or university web site,,,,My friend/colleague told me about it,,R,Agree,Neutral,Agree,Agree,Disagree,Agree,I want to learn skills in organizing my data and programming in R that will make my analyses quicker and easier to conduct.,United States of America,Female,,,,,,,"White(A person having origins in any of the original peoples of Europe, the Middle East, or North Africa.)",,
12/11/17 18:12,2017-12,Agricultural or Environmental Sciences,,,,,,,,,,,,,,,,,,,,,,,non-profit environmental organization,Windows,Never,Less than once per year,Never,Never,Unsatisfied,To learn skills that I can apply to my current work,,,As a requirement for my program/current position,,,Read about it in a newsletter or university web site,,,,,,R,Strongly agree,Strongly disagree,Neutral,Strongly disagree,Strongly disagree,Neutral,data organization; merging and cleaning data migrated from various sources; delineating workflow; i currently am learning how best to use Tableau for water quality analyses,United States of America,Female,,,,,,,"White(A person having origins in any of the original peoples of Europe, the Middle East, or North Africa.)",,
